Date,Visitor,Home,Away_final_score,Home_final_score,Moneyline_away,Moneyline_home,Opening_spread,Closing_spread,Opening_total,Closing_total,Away_spread_Open,Home_spread_Open,Away_spread_Close,Home_spread_Close,2H_spread,2H_total
2017-12-03,Detroit,Baltimore,20,44,-140,120,2.5,2.5,43.0,43.5,-2.5,2.5,-2.5,2.5,2.5,20.5
2017-12-03,SanFrancisco,Chicago,15,14,-140,120,2.5,2.5,42.0,42.0,-2.5,2.5,-2.5,2.5,0.5,21.0
2017-12-03,Minnesota,Atlanta,14,9,-130,110,2.0,2.0,48.5,48.5,-2.0,2.0,-2.0,2.0,2.0,23.0
2017-12-03,NewEngland,Buffalo,23,3,310,-410,7.5,8.0,48.5,49.0,7.5,-7.5,8.0,-8.0,4.0,22.5
2017-12-03,Denver,Miami,9,35,105,-125,1.0,1.5,41.0,41.0,1.0,-1.0,1.5,-1.5,3.5,20.5
2017-12-03,Houston,Tennessee,13,24,-330,260,7.0,7.0,42.5,42.0,-7.0,7.0,-7.0,7.0,4.5,21.0
2017-12-03,Indianapolis,Jacksonville,10,30,-500,375,10.0,10.0,41.0,41.0,-10.0,10.0,-10.0,10.0,3.5,20.0
2017-12-03,TampaBay,GreenBay,20,26,-170,145,3.0,3.0,45.0,45.5,-3.0,3.0,-3.0,3.0,0.0,22.5
2017-12-03,KansasCity,NYJets,31,38,180,-220,3.5,4.0,44.0,44.0,3.5,-3.5,4.0,-4.0,3.0,22.5
2017-12-03,Carolina,NewOrleans,21,31,-270,220,5.5,6.0,48.0,48.0,-5.5,5.5,-6.0,6.0,0.5,25.0
2017-12-03,Cleveland,LAChargers,10,19,-1100,700,13.5,13.5,45.0,44.5,-13.5,13.5,-13.5,13.5,7.5,23.5
2017-12-03,LARams,Arizona,32,16,270,-340,7.5,7.0,43.0,43.0,7.5,-7.5,7.0,-7.0,4.0,21.5
2017-12-03,NYGiants,Oakland,17,24,-470,360,10.0,9.5,43.0,42.5,-10.0,10.0,-9.5,9.5,5.5,21.5
2017-12-03,Philadelphia,Seattle,10,24,180,-220,3.5,4.0,46.5,46.5,3.5,-3.5,4.0,-4.0,4.5,24.0
